#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPL8	RPS27A	9606.ENSP00000262584	9606.ENSP00000272317	0	0	0	0	0.945	0.960	0.900	0.283	0.999
RPL8	RPS9	9606.ENSP00000262584	9606.ENSP00000302896	0.167	0	0	0	0.988	0.992	0.900	0.589	0.999
RPL8	RPS11	9606.ENSP00000262584	9606.ENSP00000270625	0.219	0	0.207	0	0.999	0.992	0.900	0.673	0.999
RPS11	RPS12	9606.ENSP00000270625	9606.ENSP00000230050	0.111	0	0	0	0.999	0.998	0.900	0.278	0.999
RPS11	RPS16	9606.ENSP00000270625	9606.ENSP00000251453	0.185	0	0	0	0.997	0.999	0.900	0.727	0.999
RPS11	RPS3	9606.ENSP00000270625	9606.ENSP00000278572	0.295	0	0	0	0.996	0.963	0.900	0.851	0.999
RPS11	RPS27A	9606.ENSP00000270625	9606.ENSP00000272317	0	0	0	0	0.957	0.990	0.900	0.076	0.999
RPS11	RPS9	9606.ENSP00000270625	9606.ENSP00000302896	0.219	0	0	0	0.987	0.992	0.900	0.698	0.999
RPS11	RPS23	9606.ENSP00000270625	9606.ENSP00000296674	0.219	0	0	0	0.993	0.992	0.900	0.497	0.999
RPS12	RPS3	9606.ENSP00000230050	9606.ENSP00000278572	0.112	0	0	0	0.996	0.961	0.900	0.215	0.999
RPS12	RPS27A	9606.ENSP00000230050	9606.ENSP00000272317	0	0	0	0	0.984	0.992	0.900	0.158	0.999
RPS12	RPS9	9606.ENSP00000230050	9606.ENSP00000302896	0.077	0	0	0	0.992	0.991	0.900	0.173	0.999
RPS12	RPS23	9606.ENSP00000230050	9606.ENSP00000296674	0.078	0	0	0	0.995	0.994	0.900	0.421	0.999
RPS12	RPS16	9606.ENSP00000230050	9606.ENSP00000251453	0.073	0	0	0	0.995	0.991	0.900	0.158	0.999
RPS16	RPS3	9606.ENSP00000251453	9606.ENSP00000278572	0.185	0	0	0	0.996	0.963	0.900	0.841	0.999
RPS16	RPS27A	9606.ENSP00000251453	9606.ENSP00000272317	0	0	0	0	0.985	0.991	0.900	0.052	0.999
RPS16	RPS9	9606.ENSP00000251453	9606.ENSP00000302896	0.135	0	0	0	0.992	0.992	0.900	0.504	0.999
RPS16	RPS23	9606.ENSP00000251453	9606.ENSP00000296674	0.135	0	0	0	0.990	0.991	0.900	0.758	0.999
RPS23	RPS27A	9606.ENSP00000296674	9606.ENSP00000272317	0	0	0	0	0.966	0.991	0.900	0.238	0.999
RPS23	RPS3	9606.ENSP00000296674	9606.ENSP00000278572	0.219	0	0	0	0.993	0.963	0.900	0.571	0.999
RPS23	RPS9	9606.ENSP00000296674	9606.ENSP00000302896	0.167	0	0	0	0.968	0.992	0.900	0.694	0.999
RPS27A	RPS3	9606.ENSP00000272317	9606.ENSP00000278572	0	0	0	0	0.970	0.959	0.900	0.407	0.999
RPS27A	RPS9	9606.ENSP00000272317	9606.ENSP00000302896	0	0	0	0	0.944	0.960	0.900	0.189	0.999
RPS3	RPS9	9606.ENSP00000278572	9606.ENSP00000302896	0.219	0	0	0	0.992	0.963	0.900	0.748	0.999
