#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATP5B	ATP5O	9606.ENSP00000262030	9606.ENSP00000290299	0.078	0	0	0	0.998	0.952	0.900	0.785	0.999
ATP5B	ATP5H	9606.ENSP00000262030	9606.ENSP00000301587	0	0	0	0	0.971	0.971	0.900	0.805	0.999
ATP5B	ATP5F1	9606.ENSP00000262030	9606.ENSP00000358737	0	0	0	0	0.992	0.998	0.900	0.832	0.999
ATP5B	ATP5C1	9606.ENSP00000262030	9606.ENSP00000349142	0.120	0	0.434	0	0.946	0.973	0.900	0.975	0.999
ATP5C1	ATP5D	9606.ENSP00000349142	9606.ENSP00000215375	0.295	0	0	0	0.930	0.972	0.900	0.905	0.999
ATP5C1	ATP5O	9606.ENSP00000349142	9606.ENSP00000290299	0.219	0	0	0	0.965	0.951	0.900	0.771	0.999
ATP5C1	ATP5J2	9606.ENSP00000349142	9606.ENSP00000292475	0	0	0	0	0.889	0.084	0.900	0.541	0.994
ATP5C1	ATP5L	9606.ENSP00000349142	9606.ENSP00000300688	0	0	0	0	0.742	0.828	0.900	0.651	0.998
ATP5C1	ATP5H	9606.ENSP00000349142	9606.ENSP00000301587	0	0	0	0	0.945	0.797	0.900	0.761	0.999
ATP5C1	ATP5I	9606.ENSP00000349142	9606.ENSP00000306003	0	0	0	0	0.839	0	0.900	0.560	0.992
ATP5C1	ATP5J	9606.ENSP00000349142	9606.ENSP00000389649	0	0	0	0	0.876	0.077	0.900	0.510	0.993
ATP5C1	ATP5F1	9606.ENSP00000349142	9606.ENSP00000358737	0	0	0	0	0.981	0.998	0.900	0.834	0.999
ATP5D	ATP5F1	9606.ENSP00000215375	9606.ENSP00000358737	0	0	0	0	0.956	0.998	0.900	0.781	0.999
ATP5D	ATP5L	9606.ENSP00000215375	9606.ENSP00000300688	0	0	0	0	0.854	0.945	0.900	0.624	0.999
ATP5D	ATP5J2	9606.ENSP00000215375	9606.ENSP00000292475	0	0	0	0	0.912	0.965	0.900	0.623	0.999
ATP5D	ATP5O	9606.ENSP00000215375	9606.ENSP00000290299	0.219	0	0	0	0.891	0.962	0.900	0.801	0.999
ATP5D	ATP5J	9606.ENSP00000215375	9606.ENSP00000389649	0	0	0	0	0.861	0.963	0.900	0.367	0.999
ATP5D	ATP5I	9606.ENSP00000215375	9606.ENSP00000306003	0	0	0	0	0.918	0.963	0.900	0.600	0.999
ATP5D	ATP5H	9606.ENSP00000215375	9606.ENSP00000301587	0	0	0	0	0.947	0.968	0.900	0.788	0.999
ATP5F1	ATP5O	9606.ENSP00000358737	9606.ENSP00000290299	0	0	0	0	0.991	0.955	0.900	0.791	0.999
ATP5F1	ATP5J2	9606.ENSP00000358737	9606.ENSP00000292475	0	0	0	0	0.979	0.998	0.900	0.562	0.999
ATP5F1	ATP5L	9606.ENSP00000358737	9606.ENSP00000300688	0	0	0	0	0.917	0.997	0.900	0.759	0.999
ATP5F1	ATP5H	9606.ENSP00000358737	9606.ENSP00000301587	0	0	0	0	0.987	0.998	0.900	0.858	0.999
ATP5F1	ATP5I	9606.ENSP00000358737	9606.ENSP00000306003	0	0	0	0	0.854	0.998	0.900	0.644	0.999
ATP5F1	ATP5J	9606.ENSP00000358737	9606.ENSP00000389649	0	0	0	0	0.941	0.998	0.900	0.680	0.999
ATP5H	ATP5O	9606.ENSP00000301587	9606.ENSP00000290299	0	0	0	0	0.983	0.963	0.900	0.810	0.999
ATP5H	ATP5J2	9606.ENSP00000301587	9606.ENSP00000292475	0	0	0	0	0.984	0.802	0.900	0.504	0.999
ATP5H	ATP5L	9606.ENSP00000301587	9606.ENSP00000300688	0	0	0	0	0.909	0.939	0.900	0.653	0.999
ATP5H	ATP5J	9606.ENSP00000301587	9606.ENSP00000389649	0	0	0	0	0.952	0.805	0.900	0.674	0.999
ATP5H	ATP5I	9606.ENSP00000301587	9606.ENSP00000306003	0	0	0	0	0.939	0.967	0.900	0.576	0.999
ATP5I	ATP5O	9606.ENSP00000306003	9606.ENSP00000290299	0	0	0	0	0.900	0.956	0.900	0.587	0.999
ATP5I	ATP5J2	9606.ENSP00000306003	9606.ENSP00000292475	0	0	0	0	0.904	0.733	0.900	0.600	0.998
ATP5I	ATP5L	9606.ENSP00000306003	9606.ENSP00000300688	0	0	0	0	0.838	0.962	0.900	0.732	0.999
ATP5I	ATP5J	9606.ENSP00000306003	9606.ENSP00000389649	0	0	0	0	0.932	0.972	0.900	0.602	0.999
ATP5J	ATP5O	9606.ENSP00000389649	9606.ENSP00000290299	0	0	0	0	0.953	0.953	0.900	0.628	0.999
ATP5J	ATP5J2	9606.ENSP00000389649	9606.ENSP00000292475	0	0	0	0	0.907	0.873	0.900	0.609	0.999
ATP5J	ATP5L	9606.ENSP00000389649	9606.ENSP00000300688	0	0	0	0	0.618	0.731	0.900	0.623	0.995
ATP5J2	ATP5O	9606.ENSP00000292475	9606.ENSP00000290299	0	0	0	0	0.985	0.762	0.900	0.569	0.999
ATP5J2	ATP5L	9606.ENSP00000292475	9606.ENSP00000300688	0	0	0	0	0.736	0.556	0.900	0.579	0.994
ATP5L	ATP5O	9606.ENSP00000300688	9606.ENSP00000290299	0	0	0	0	0.769	0.940	0.900	0.663	0.999
