#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HIST1H2BC	HIST1H3H	9606.ENSP00000321744	9606.ENSP00000358160	0	0.001	0	0	0.403	0.871	0	0.587	0.965
HIST1H2BC	HIST1H3I	9606.ENSP00000321744	9606.ENSP00000483283	0	0.001	0	0	0.415	0.871	0	0.587	0.966
HIST1H2BC	HIST2H3A	9606.ENSP00000321744	9606.ENSP00000385479	0	0.001	0	0	0.360	0.927	0	0.396	0.969
HIST1H2BC	HIST1H3F	9606.ENSP00000321744	9606.ENSP00000484095	0	0.001	0	0	0.625	0.871	0	0.595	0.978
HIST1H3F	HIST1H3H	9606.ENSP00000484095	9606.ENSP00000358160	0	0	0	0.985	0.213	0.800	0.900	0	0.982
HIST1H3F	HIST2H3A	9606.ENSP00000484095	9606.ENSP00000385479	0	0	0	0.985	0.339	0.877	0	0.669	0.916
HIST1H3F	HIST1H3I	9606.ENSP00000484095	9606.ENSP00000483283	0	0	0	0.985	0.553	0.800	0.900	0.650	0.990
HIST1H3H	HIST2H3A	9606.ENSP00000358160	9606.ENSP00000385479	0	0	0	0.985	0.335	0.877	0	0.669	0.915
HIST1H3H	HIST1H3I	9606.ENSP00000358160	9606.ENSP00000483283	0	0	0	0.985	0.137	0.800	0.900	0	0.981
HIST1H3I	HIST2H3A	9606.ENSP00000483283	9606.ENSP00000385479	0	0	0	0.985	0.149	0.877	0	0.669	0.892
