#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
COX5B	COX6B1	9606.ENSP00000258424	9606.ENSP00000246554	0	0	0	0	0.932	0.731	0.900	0.783	0.999
COX5B	MT-CO3	9606.ENSP00000258424	9606.ENSP00000354982	0	0	0	0	0.113	0.792	0.900	0.651	0.992
COX5B	MT-CO1	9606.ENSP00000258424	9606.ENSP00000354499	0	0	0	0	0.113	0.759	0.900	0.781	0.994
COX5B	UQCRFS1	9606.ENSP00000258424	9606.ENSP00000306397	0	0	0	0	0.909	0.809	0.540	0.711	0.997
COX5B	CYCS	9606.ENSP00000258424	9606.ENSP00000307786	0	0	0	0	0.759	0.809	0.900	0.869	0.999
COX5B	MT-CO2	9606.ENSP00000258424	9606.ENSP00000354876	0	0	0	0	0.303	0.998	0.900	0.762	0.999
COX5B	COX7C	9606.ENSP00000258424	9606.ENSP00000425759	0	0	0	0	0.926	0.737	0.900	0.830	0.999
COX5B	COX6C	9606.ENSP00000258424	9606.ENSP00000428895	0	0	0	0	0.925	0.736	0.900	0.713	0.999
COX6B1	MT-CO1	9606.ENSP00000246554	9606.ENSP00000354499	0	0	0	0	0.063	0.185	0.900	0.622	0.967
COX6B1	MT-CO3	9606.ENSP00000246554	9606.ENSP00000354982	0	0	0	0	0.185	0.128	0.900	0.717	0.977
COX6B1	UQCRFS1	9606.ENSP00000246554	9606.ENSP00000306397	0	0	0	0	0.690	0.901	0	0.533	0.984
COX6B1	CYCS	9606.ENSP00000246554	9606.ENSP00000307786	0	0	0	0	0.386	0.731	0.900	0.719	0.994
COX6B1	COX7C	9606.ENSP00000246554	9606.ENSP00000425759	0	0	0	0	0.781	0.797	0.900	0.779	0.998
COX6B1	MT-CO2	9606.ENSP00000246554	9606.ENSP00000354876	0	0	0	0	0.293	0.993	0.900	0.724	0.999
COX6B1	COX6C	9606.ENSP00000246554	9606.ENSP00000428895	0	0	0	0	0.771	0.806	0.900	0.827	0.999
COX6C	UQCRFS1	9606.ENSP00000428895	9606.ENSP00000306397	0	0	0	0	0.349	0.824	0	0.354	0.919
COX6C	CYCS	9606.ENSP00000428895	9606.ENSP00000307786	0	0	0	0	0.241	0.736	0.900	0.472	0.988
COX6C	MT-CO1	9606.ENSP00000428895	9606.ENSP00000354499	0	0	0	0	0.100	0.159	0.900	0.439	0.951
COX6C	MT-CO2	9606.ENSP00000428895	9606.ENSP00000354876	0	0	0	0	0.524	0.993	0.900	0.289	0.999
COX6C	MT-CO3	9606.ENSP00000428895	9606.ENSP00000354982	0	0	0	0	0.127	0.731	0.900	0.235	0.979
COX6C	COX7C	9606.ENSP00000428895	9606.ENSP00000425759	0	0	0	0	0.967	0.736	0.900	0.871	0.999
COX7C	UQCRFS1	9606.ENSP00000425759	9606.ENSP00000306397	0	0	0	0	0.791	0.799	0.540	0.475	0.988
COX7C	CYCS	9606.ENSP00000425759	9606.ENSP00000307786	0	0	0	0	0.237	0.792	0.900	0.588	0.992
COX7C	MT-CO1	9606.ENSP00000425759	9606.ENSP00000354499	0	0	0	0	0.099	0.732	0.900	0.530	0.987
COX7C	MT-CO2	9606.ENSP00000425759	9606.ENSP00000354876	0	0	0	0	0.622	0.995	0.900	0.653	0.999
COX7C	MT-CO3	9606.ENSP00000425759	9606.ENSP00000354982	0	0	0	0	0.147	0.736	0.900	0.579	0.989
CYCS	UQCRFS1	9606.ENSP00000307786	9606.ENSP00000306397	0.295	0	0.225	0	0.854	0.881	0.900	0.869	0.999
CYCS	MT-CO3	9606.ENSP00000307786	9606.ENSP00000354982	0.295	0	0	0	0.060	0.671	0.900	0.763	0.993
CYCS	MT-CO2	9606.ENSP00000307786	9606.ENSP00000354876	0.294	0	0	0	0.086	0.671	0.900	0.884	0.997
CYCS	MT-CO1	9606.ENSP00000307786	9606.ENSP00000354499	0.295	0	0	0	0.080	0.731	0.900	0.951	0.999
MT-CO1	UQCRFS1	9606.ENSP00000354499	9606.ENSP00000306397	0.295	0	0	0	0.190	0.731	0.900	0.715	0.994
MT-CO1	MT-CO2	9606.ENSP00000354499	9606.ENSP00000354876	0.295	0.839	0.441	0	0.959	0.830	0.900	0.969	0.999
MT-CO1	MT-CO3	9606.ENSP00000354499	9606.ENSP00000354982	0.295	0	0.444	0	0.979	0.764	0.900	0.968	0.999
MT-CO2	UQCRFS1	9606.ENSP00000354876	9606.ENSP00000306397	0.295	0	0	0	0.276	0.737	0.900	0.511	0.992
MT-CO2	MT-CO3	9606.ENSP00000354876	9606.ENSP00000354982	0.295	0	0.447	0	0.970	0.793	0.900	0.960	0.999
MT-CO3	UQCRFS1	9606.ENSP00000354982	9606.ENSP00000306397	0.295	0	0	0	0.116	0.737	0.900	0.429	0.988
