#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HIST1H3A	HIST1H3F	9606.ENSP00000480826	9606.ENSP00000484095	0	0	0	0.985	0.299	0.858	0.900	0	0.989
HIST1H3B	HIST1H3J	9606.ENSP00000484841	9606.ENSP00000352252	0	0	0	0.985	0.347	0.800	0.900	0	0.985
HIST1H3B	HIST1H3D	9606.ENSP00000484841	9606.ENSP00000366999	0	0	0	0.985	0.112	0.800	0.900	0.420	0.980
HIST1H3B	HIST1H4A	9606.ENSP00000484841	9606.ENSP00000479106	0	0.008	0	0	0.377	0.852	0.900	0.586	0.995
HIST1H3B	HIST1H3E	9606.ENSP00000484841	9606.ENSP00000482271	0	0	0	0.985	0.059	0.818	0.900	0.427	0.981
HIST1H3B	HIST1H3F	9606.ENSP00000484841	9606.ENSP00000484095	0	0	0	0.985	0.334	0.800	0.900	0	0.985
HIST1H3B	HIST1H3G	9606.ENSP00000484841	9606.ENSP00000484638	0	0	0	0.985	0.215	0.800	0.900	0	0.982
HIST1H3B	HIST1H3C	9606.ENSP00000484841	9606.ENSP00000484658	0	0	0	0.985	0.347	0.800	0.900	0.421	0.985
HIST1H3C	HIST1H3J	9606.ENSP00000484658	9606.ENSP00000352252	0	0	0	0.985	0.270	0.800	0.900	0.413	0.984
HIST1H3C	HIST1H3D	9606.ENSP00000484658	9606.ENSP00000366999	0	0	0	0.985	0.098	0.800	0.900	0.426	0.980
HIST1H3C	HIST1H4A	9606.ENSP00000484658	9606.ENSP00000479106	0	0.008	0	0	0.267	0.852	0.900	0.689	0.996
HIST1H3C	HIST1H3E	9606.ENSP00000484658	9606.ENSP00000482271	0	0	0	0.985	0	0.800	0.900	0.431	0.979
HIST1H3C	HIST1H3F	9606.ENSP00000484658	9606.ENSP00000484095	0	0	0	0.985	0.331	0.800	0.900	0.421	0.985
HIST1H3C	HIST1H3G	9606.ENSP00000484658	9606.ENSP00000484638	0	0	0	0.985	0.213	0.800	0.900	0.423	0.982
HIST1H3D	HIST1H3J	9606.ENSP00000366999	9606.ENSP00000352252	0	0	0	0.985	0.087	0.800	0.900	0.405	0.980
HIST1H3D	HIST1H3E	9606.ENSP00000366999	9606.ENSP00000482271	0	0	0	0.985	0	0.800	0.900	0.633	0.979
HIST1H3D	HIST1H3G	9606.ENSP00000366999	9606.ENSP00000484638	0	0	0	0.985	0.088	0.800	0.900	0.399	0.980
HIST1H3D	HIST1H3F	9606.ENSP00000366999	9606.ENSP00000484095	0	0	0	0.985	0.133	0.800	0.900	0.402	0.981
HIST1H3D	HIST1H4A	9606.ENSP00000366999	9606.ENSP00000479106	0	0.008	0	0	0.172	0.852	0.900	0.690	0.995
HIST1H3E	HIST1H3J	9606.ENSP00000482271	9606.ENSP00000352252	0	0	0	0.985	0.065	0.800	0.900	0.421	0.979
HIST1H3E	HIST1H4A	9606.ENSP00000482271	9606.ENSP00000479106	0	0.008	0	0	0.107	0.876	0.900	0.688	0.996
HIST1H3E	HIST1H3G	9606.ENSP00000482271	9606.ENSP00000484638	0	0	0	0.985	0.070	0.800	0.900	0.416	0.979
HIST1H3E	HIST1H3F	9606.ENSP00000482271	9606.ENSP00000484095	0	0	0	0.985	0.069	0.800	0.900	0.420	0.979
HIST1H3F	HIST1H3J	9606.ENSP00000484095	9606.ENSP00000352252	0	0	0	0.985	0.332	0.800	0.900	0	0.985
HIST1H3F	HIST1H4A	9606.ENSP00000484095	9606.ENSP00000479106	0	0.008	0	0	0.379	0.852	0.900	0.586	0.995
HIST1H3F	HIST1H3G	9606.ENSP00000484095	9606.ENSP00000484638	0	0	0	0.985	0.337	0.800	0.900	0.088	0.985
HIST1H3G	HIST1H3J	9606.ENSP00000484638	9606.ENSP00000352252	0	0	0	0.985	0.199	0.800	0.900	0	0.982
HIST1H3G	HIST1H4A	9606.ENSP00000484638	9606.ENSP00000479106	0	0.008	0	0	0.210	0.852	0.900	0.653	0.995
HIST1H3J	HIST1H4A	9606.ENSP00000352252	9606.ENSP00000479106	0	0.008	0	0	0.267	0.852	0.900	0.586	0.994
